Time,Latitude,Longitude,Altitude,Condutivity,DissolvedOxygen,RedoxPotential,Temperature,pH
1572038059.0,-32.0732353,-52.1657454,16.4417618694,299.700012207,21.6100006104,188.300003052,26.7689990997,10.4189996719
1572038064.0,-32.07323385,-52.16574375,16.336757581,300.399993896,21.4099998474,189.100006104,26.8129997253,10.4079999924
1572038069.0,-32.0732328,-52.1657433,16.3717554238,300.700012207,21.2900009155,189.5,26.8020000458,10.4010000229
1572038075.0,-32.0732327,-52.1657435,16.351756229,301.299987793,21.1900005341,190.0,26.7999992371,10.3950004578
1572038080.0,-32.07323255,-52.1657431,16.3367548394,301.600006104,21.1399993896,190.0,26.8010005951,10.3970003128
1572038085.0,-32.07323315,-52.1657435,16.3817562535,302.0,21.1100006104,190.199996948,26.7950000763,10.3920001984
1572038090.0,-32.07323375,-52.1657441,16.3517578883,302.100006104,21.0499992371,190.399993896,26.7919998169,10.3940000534
1572038095.5,-32.0732353,-52.1657444,16.3517594308,302.5,20.9300003052,190.5,26.7940006256,10.3900003433
1572038101.0,-32.07323635,-52.1657445,16.3467598507,302.899993896,20.8199996948,191.0,26.7950000763,10.3839998245
1572038106.0,-32.07323715,-52.16574425,16.366759402,303.299987793,20.6900005341,190.399993896,26.7919998169,10.3819999695
1572038111.0,-32.0732377,-52.16574395,16.3017585896,303.799987793,20.5599994659,190.800003052,26.7849998474,10.3809995651
1572038116.0,-32.0732378,-52.1657436,16.3117578321,304.0,20.4099998474,191.0,26.7870006561,10.3789997101
1572038121.5,-32.0732378,-52.16574305,16.2567566402,304.5,20.2900009155,189.899993896,26.7849998474,10.3809995651
